Character,Hex,Type,Name,Braille
𒃳,120F3,letter,CUNEIFORM SIGN GAL GAD OVER GAD GAR OVER GAR,⠛⠁⠇ ⠛⠁⠙⠌⠛⠁⠙ ⠛⠜⠌⠛⠜
𒃴,120F4,letter,CUNEIFORM SIGN GALAM,⠛⠁⠇⠁⠍
𒃵,120F5,letter,CUNEIFORM SIGN GAM,⠛⠁⠍
𒃶,120F6,letter,CUNEIFORM SIGN GAN,⠛⠁⠝
𒃷,120F7,letter,CUNEIFORM SIGN GAN2,⠛⠁⠝
𒃸,120F8,letter,CUNEIFORM SIGN GAN2 TENU,⠛⠁⠝ ⠞⠑⠝⠥
𒃹,120F9,letter,CUNEIFORM SIGN GAN2 OVER GAN2,⠛⠁⠝⠌⠛⠁⠝
𒃺,120FA,letter,CUNEIFORM SIGN GAN2 CROSSING GAN2,⠛⠁⠝⠯⠛⠁⠝
𒃻,120FB,letter,CUNEIFORM SIGN GAR,⠛⠜
𒃼,120FC,letter,CUNEIFORM SIGN GAR3,⠛⠜⠒
𒃽,120FD,letter,CUNEIFORM SIGN GASHAN,⠛⠁⠩⠁⠝
𒃾,120FE,letter,CUNEIFORM SIGN GESHTIN,⠛⠑⠩⠞⠊⠝
𒃿,120FF,letter,CUNEIFORM SIGN GESHTIN TIMES KUR,⠛⠑⠩⠞⠊⠝⠡⠅⠥⠗
𒄀,12100,letter,CUNEIFORM SIGN GI,⠛⠊
𒄁,12101,letter,CUNEIFORM SIGN GI TIMES E,⠛⠊⠡⠑
𒄂,12102,letter,CUNEIFORM SIGN GI TIMES U,⠛⠊⠡⠥
𒄃,12103,letter,CUNEIFORM SIGN GI CROSSING GI,⠛⠊⠯⠛⠊
𒄄,12104,letter,CUNEIFORM SIGN GI4,⠛⠊⠲
𒄅,12105,letter,CUNEIFORM SIGN GI4 OVER GI4,⠛⠊⠲⠌⠛⠊⠲
𒄆,12106,letter,CUNEIFORM SIGN GI4 CROSSING GI4,⠛⠊⠲⠯⠛⠊⠲
𒄇,12107,letter,CUNEIFORM SIGN GIDIM,⠛⠊⠙⠊⠍
𒄈,12108,letter,CUNEIFORM SIGN GIR2,⠛⠊⠗
𒄉,12109,letter,CUNEIFORM SIGN GIR2 GUNU,⠛⠊⠗ ⠛⠥⠝⠥
𒄊,1210A,letter,CUNEIFORM SIGN GIR3,⠛⠊⠗⠒
𒄋,1210B,letter,CUNEIFORM SIGN GIR3 TIMES A PLUS IGI,⠛⠊⠗⠒⠡⠁⠬⠊⠛⠊
𒄌,1210C,letter,CUNEIFORM SIGN GIR3 TIMES GAN2 TENU,⠛⠊⠗⠒⠡⠛⠁⠝ ⠞⠑⠝⠥
𒄍,1210D,letter,CUNEIFORM SIGN GIR3 TIMES IGI,⠛⠊⠗⠒⠡⠊⠛⠊
𒄎,1210E,letter,CUNEIFORM SIGN GIR3 TIMES LU PLUS IGI,⠛⠊⠗⠒⠡⠇⠥⠬⠊⠛⠊
𒄏,1210F,letter,CUNEIFORM SIGN GIR3 TIMES PA,⠛⠊⠗⠒⠡⠏⠁
𒄐,12110,letter,CUNEIFORM SIGN GISAL,⠛⠊⠎⠁⠇
𒄑,12111,letter,CUNEIFORM SIGN GISH,⠛⠊⠩
𒄒,12112,letter,CUNEIFORM SIGN GISH CROSSING GISH,⠛⠊⠩⠯⠛⠊⠩
𒄓,12113,letter,CUNEIFORM SIGN GISH TIMES BAD,⠛⠊⠩⠡⠃⠁⠙
𒄔,12114,letter,CUNEIFORM SIGN GISH TIMES TAK4,⠛⠊⠩⠡⠞⠁⠅⠲
𒄕,12115,letter,CUNEIFORM SIGN GISH TENU,⠛⠊⠩ ⠞⠑⠝⠥
𒄖,12116,letter,CUNEIFORM SIGN GU,⠛⠥
𒄗,12117,letter,CUNEIFORM SIGN GU CROSSING GU,⠛⠥⠯⠛⠥
𒄘,12118,letter,CUNEIFORM SIGN GU2,⠛⠥
𒄙,12119,letter,CUNEIFORM SIGN GU2 TIMES KAK,⠛⠥⠡⠅⠁⠅
𒄚,1211A,letter,CUNEIFORM SIGN GU2 TIMES KAK TIMES IGI GUNU,⠛⠥⠡⠅⠁⠅⠡⠊⠛⠊ ⠛⠥⠝⠥
𒄛,1211B,letter,CUNEIFORM SIGN GU2 TIMES NUN,⠛⠥⠡⠝⠥⠝
𒄜,1211C,letter,CUNEIFORM SIGN GU2 TIMES SAL PLUS TUG2,⠛⠥⠡⠎⠁⠇⠬⠞⠥⠛
𒄝,1211D,letter,CUNEIFORM SIGN GU2 GUNU,⠛⠥ ⠛⠥⠝⠥
𒄞,1211E,letter,CUNEIFORM SIGN GUD,⠛⠥⠙
𒄟,1211F,letter,CUNEIFORM SIGN GUD TIMES A PLUS KUR,⠛⠥⠙⠡⠁⠬⠅⠥⠗
𒄠,12120,letter,CUNEIFORM SIGN GUD TIMES KUR,⠛⠥⠙⠡⠅⠥⠗
𒄡,12121,letter,CUNEIFORM SIGN GUD OVER GUD LUGAL,⠛⠥⠙⠌⠛⠥⠙ ⠇⠥⠛⠁⠇
𒄢,12122,letter,CUNEIFORM SIGN GUL,⠛⠥⠇
𒄣,12123,letter,CUNEIFORM SIGN GUM,⠛⠥⠍
𒄤,12124,letter,CUNEIFORM SIGN GUM TIMES SHE,⠛⠥⠍⠡⠩⠑
𒄥,12125,letter,CUNEIFORM SIGN GUR,⠛⠥⠗
𒄦,12126,letter,CUNEIFORM SIGN GUR7,⠛⠥⠗⠶
𒄧,12127,letter,CUNEIFORM SIGN GURUN,⠛⠥⠗⠥⠝
𒄨,12128,letter,CUNEIFORM SIGN GURUSH,⠛⠥⠗⠥⠩
𒄩,12129,letter,CUNEIFORM SIGN HA,⠓⠁
𒄪,1212A,letter,CUNEIFORM SIGN HA TENU,⠓⠁ ⠞⠑⠝⠥
𒄫,1212B,letter,CUNEIFORM SIGN HA GUNU,⠓⠁ ⠛⠥⠝⠥
𒄬,1212C,letter,CUNEIFORM SIGN HAL,⠓⠁⠇
𒄭,1212D,letter,CUNEIFORM SIGN HI,⠓⠊
𒄮,1212E,letter,CUNEIFORM SIGN HI TIMES ASH,⠓⠊⠡⠁⠩
𒄯,1212F,letter,CUNEIFORM SIGN HI TIMES ASH2,⠓⠊⠡⠁⠩
𒄰,12130,letter,CUNEIFORM SIGN HI TIMES BAD,⠓⠊⠡⠃⠁⠙
𒄱,12131,letter,CUNEIFORM SIGN HI TIMES DISH,⠓⠊⠡⠙⠊⠩
𒄲,12132,letter,CUNEIFORM SIGN HI TIMES GAD,⠓⠊⠡⠛⠁⠙
𒄳,12133,letter,CUNEIFORM SIGN HI TIMES KIN,⠓⠊⠡⠅⠊⠝
𒄴,12134,letter,CUNEIFORM SIGN HI TIMES NUN,⠓⠊⠡⠝⠥⠝
𒄵,12135,letter,CUNEIFORM SIGN HI TIMES SHE,⠓⠊⠡⠩⠑
𒄶,12136,letter,CUNEIFORM SIGN HI TIMES U,⠓⠊⠡⠥
𒄷,12137,letter,CUNEIFORM SIGN HU,⠓⠥
𒄸,12138,letter,CUNEIFORM SIGN HUB2,⠓⠥⠃
𒄹,12139,letter,CUNEIFORM SIGN HUB2 TIMES AN,⠓⠥⠃⠡⠁⠝
𒄺,1213A,letter,CUNEIFORM SIGN HUB2 TIMES HAL,⠓⠥⠃⠡⠓⠁⠇
𒄻,1213B,letter,CUNEIFORM SIGN HUB2 TIMES KASKAL,⠓⠥⠃⠡⠅⠁⠎⠅⠁⠇
𒄼,1213C,letter,CUNEIFORM SIGN HUB2 TIMES LISH,⠓⠥⠃⠡⠇⠊⠩
𒄽,1213D,letter,CUNEIFORM SIGN HUB2 TIMES UD,⠓⠥⠃⠡⠥⠙
𒄾,1213E,letter,CUNEIFORM SIGN HUL2,⠓⠥⠇
𒄿,1213F,letter,CUNEIFORM SIGN I,⠊
𒅀,12140,letter,CUNEIFORM SIGN I A,⠊ ⠁
𒅁,12141,letter,CUNEIFORM SIGN IB,⠊⠃
𒅂,12142,letter,CUNEIFORM SIGN IDIM,⠊⠙⠊⠍
𒅃,12143,letter,CUNEIFORM SIGN IDIM OVER IDIM BUR,⠊⠙⠊⠍⠌⠊⠙⠊⠍ ⠃⠥⠗
𒅄,12144,letter,CUNEIFORM SIGN IDIM OVER IDIM SQUARED,⠊⠙⠊⠍⠌⠊⠙⠊⠍⠘⠸
𒅅,12145,letter,CUNEIFORM SIGN IG,⠊⠛
𒅆,12146,letter,CUNEIFORM SIGN IGI,⠊⠛⠊
𒅇,12147,letter,CUNEIFORM SIGN IGI DIB,⠊⠛⠊ ⠙⠊⠃
𒅈,12148,letter,CUNEIFORM SIGN IGI RI,⠊⠛⠊ ⠗⠊
𒅉,12149,letter,CUNEIFORM SIGN IGI OVER IGI SHIR OVER SHIR UD OVER UD,⠊⠛⠊⠌⠊⠛⠊ ⠩⠊⠗⠌⠩⠊⠗ ⠥⠙⠌⠥⠙
𒅊,1214A,letter,CUNEIFORM SIGN IGI GUNU,⠊⠛⠊ ⠛⠥⠝⠥
𒅋,1214B,letter,CUNEIFORM SIGN IL,⠊⠇
𒅌,1214C,letter,CUNEIFORM SIGN IL TIMES GAN2 TENU,⠊⠇⠡⠛⠁⠝ ⠞⠑⠝⠥
𒅍,1214D,letter,CUNEIFORM SIGN IL2,⠊⠇
𒅎,1214E,letter,CUNEIFORM SIGN IM,⠊⠍
𒅏,1214F,letter,CUNEIFORM SIGN IM TIMES TAK4,⠊⠍⠡⠞⠁⠅⠲
𒅐,12150,letter,CUNEIFORM SIGN IM CROSSING IM,⠊⠍⠯⠊⠍
𒅑,12151,letter,CUNEIFORM SIGN IM OPPOSING IM,⠊⠍⠫⠊⠍
𒅒,12152,letter,CUNEIFORM SIGN IM SQUARED,⠊⠍⠘⠸
𒅓,12153,letter,CUNEIFORM SIGN IMIN,⠊⠍⠊⠝
𒅔,12154,letter,CUNEIFORM SIGN IN,⠊⠝
𒅕,12155,letter,CUNEIFORM SIGN IR,⠊⠗
𒅖,12156,letter,CUNEIFORM SIGN ISH,⠊⠩
𒅗,12157,letter,CUNEIFORM SIGN KA,⠅⠁
𒅘,12158,letter,CUNEIFORM SIGN KA TIMES A,⠅⠁⠡⠁
𒅙,12159,letter,CUNEIFORM SIGN KA TIMES AD,⠅⠁⠡⠁⠙
𒅚,1215A,letter,CUNEIFORM SIGN KA TIMES AD PLUS KU3,⠅⠁⠡⠁⠙⠬⠅⠥⠒
𒅛,1215B,letter,CUNEIFORM SIGN KA TIMES ASH2,⠅⠁⠡⠁⠩
𒅜,1215C,letter,CUNEIFORM SIGN KA TIMES BAD,⠅⠁⠡⠃⠁⠙
𒅝,1215D,letter,CUNEIFORM SIGN KA TIMES BALAG,⠅⠁⠡⠃⠁⠇⠁⠛
𒅞,1215E,letter,CUNEIFORM SIGN KA TIMES BAR,⠅⠁⠡⠃⠜
𒅟,1215F,letter,CUNEIFORM SIGN KA TIMES BI,⠅⠁⠡⠃⠊
𒅠,12160,letter,CUNEIFORM SIGN KA TIMES ERIN2,⠅⠁⠡⠑⠗⠊⠝
𒅡,12161,letter,CUNEIFORM SIGN KA TIMES ESH2,⠅⠁⠡⠑⠩
𒅢,12162,letter,CUNEIFORM SIGN KA TIMES GA,⠅⠁⠡⠛⠁
𒅣,12163,letter,CUNEIFORM SIGN KA TIMES GAL,⠅⠁⠡⠛⠁⠇
𒅤,12164,letter,CUNEIFORM SIGN KA TIMES GAN2 TENU,⠅⠁⠡⠛⠁⠝ ⠞⠑⠝⠥
𒅥,12165,letter,CUNEIFORM SIGN KA TIMES GAR,⠅⠁⠡⠛⠜
𒅦,12166,letter,CUNEIFORM SIGN KA TIMES GAR PLUS SHA3 PLUS A,⠅⠁⠡⠛⠜⠬⠩⠁⠒⠬⠁
𒅧,12167,letter,CUNEIFORM SIGN KA TIMES GI,⠅⠁⠡⠛⠊
𒅨,12168,letter,CUNEIFORM SIGN KA TIMES GIR2,⠅⠁⠡⠛⠊⠗
𒅩,12169,letter,CUNEIFORM SIGN KA TIMES GISH PLUS SAR,⠅⠁⠡⠛⠊⠩⠬⠎⠜
𒅪,1216A,letter,CUNEIFORM SIGN KA TIMES GISH CROSSING GISH,⠅⠁⠡⠛⠊⠩⠯⠛⠊⠩
𒅫,1216B,letter,CUNEIFORM SIGN KA TIMES GU,⠅⠁⠡⠛⠥
𒅬,1216C,letter,CUNEIFORM SIGN KA TIMES GUR7,⠅⠁⠡⠛⠥⠗⠶
𒅭,1216D,letter,CUNEIFORM SIGN KA TIMES IGI,⠅⠁⠡⠊⠛⠊
𒅮,1216E,letter,CUNEIFORM SIGN KA TIMES IM,⠅⠁⠡⠊⠍
𒅯,1216F,letter,CUNEIFORM SIGN KA TIMES KAK,⠅⠁⠡⠅⠁⠅
𒅰,12170,letter,CUNEIFORM SIGN KA TIMES KI,⠅⠁⠡⠅⠊
𒅱,12171,letter,CUNEIFORM SIGN KA TIMES KID,⠅⠁⠡⠅⠊⠙
𒅲,12172,letter,CUNEIFORM SIGN KA TIMES LI,⠅⠁⠡⠇⠊
𒅳,12173,letter,CUNEIFORM SIGN KA TIMES LU,⠅⠁⠡⠇⠥
𒅴,12174,letter,CUNEIFORM SIGN KA TIMES ME,⠅⠁⠡⠍⠑
𒅵,12175,letter,CUNEIFORM SIGN KA TIMES ME PLUS DU,⠅⠁⠡⠍⠑⠬⠙⠥
𒅶,12176,letter,CUNEIFORM SIGN KA TIMES ME PLUS GI,⠅⠁⠡⠍⠑⠬⠛⠊
𒅷,12177,letter,CUNEIFORM SIGN KA TIMES ME PLUS TE,⠅⠁⠡⠍⠑⠬⠞⠑
𒅸,12178,letter,CUNEIFORM SIGN KA TIMES MI,⠅⠁⠡⠍⠊
𒅹,12179,letter,CUNEIFORM SIGN KA TIMES MI PLUS NUNUZ,⠅⠁⠡⠍⠊⠬⠝⠥⠝⠥
𒅺,1217A,letter,CUNEIFORM SIGN KA TIMES NE,⠅⠁⠡⠝⠑
𒅻,1217B,letter,CUNEIFORM SIGN KA TIMES NUN,⠅⠁⠡⠝⠥⠝
𒅼,1217C,letter,CUNEIFORM SIGN KA TIMES PI,⠅⠁⠡⠏⠊
𒅽,1217D,letter,CUNEIFORM SIGN KA TIMES RU,⠅⠁⠡⠗⠥
𒅾,1217E,letter,CUNEIFORM SIGN KA TIMES SA,⠅⠁⠡⠎⠁
𒅿,1217F,letter,CUNEIFORM SIGN KA TIMES SAR,⠅⠁⠡⠎⠜
𒆀,12180,letter,CUNEIFORM SIGN KA TIMES SHA,⠅⠁⠡⠩⠁
𒆁,12181,letter,CUNEIFORM SIGN KA TIMES SHE,⠅⠁⠡⠩⠑
𒆂,12182,letter,CUNEIFORM SIGN KA TIMES SHID,⠅⠁⠡⠩⠊⠙
𒆃,12183,letter,CUNEIFORM SIGN KA TIMES SHU,⠅⠁⠡⠩⠥
𒆄,12184,letter,CUNEIFORM SIGN KA TIMES SIG,⠅⠁⠡⠎⠊⠛
𒆅,12185,letter,CUNEIFORM SIGN KA TIMES SUHUR,⠅⠁⠡⠎⠥⠓⠥⠗
𒆆,12186,letter,CUNEIFORM SIGN KA TIMES TAR,⠅⠁⠡⠞⠜
𒆇,12187,letter,CUNEIFORM SIGN KA TIMES U,⠅⠁⠡⠥
𒆈,12188,letter,CUNEIFORM SIGN KA TIMES U2,⠅⠁⠡⠥
𒆉,12189,letter,CUNEIFORM SIGN KA TIMES UD,⠅⠁⠡⠥⠙
𒆊,1218A,letter,CUNEIFORM SIGN KA TIMES UMUM TIMES PA,⠅⠁⠡⠥⠍⠥⠍⠡⠏⠁
𒆋,1218B,letter,CUNEIFORM SIGN KA TIMES USH,⠅⠁⠡⠥⠩
𒆌,1218C,letter,CUNEIFORM SIGN KA TIMES ZI,⠅⠁⠡⠵⠊
𒆍,1218D,letter,CUNEIFORM SIGN KA2,⠅⠁
𒆎,1218E,letter,CUNEIFORM SIGN KA2 CROSSING KA2,⠅⠁⠯⠅⠁
𒆏,1218F,letter,CUNEIFORM SIGN KAB,⠅⠁⠃
𒆐,12190,letter,CUNEIFORM SIGN KAD2,⠅⠁⠙
𒆑,12191,letter,CUNEIFORM SIGN KAD3,⠅⠁⠙⠒
𒆒,12192,letter,CUNEIFORM SIGN KAD4,⠅⠁⠙⠲
𒆓,12193,letter,CUNEIFORM SIGN KAD5,⠅⠁⠙⠢
𒆔,12194,letter,CUNEIFORM SIGN KAD5 OVER KAD5,⠅⠁⠙⠢⠌⠅⠁⠙⠢
𒆕,12195,letter,CUNEIFORM SIGN KAK,⠅⠁⠅
𒆖,12196,letter,CUNEIFORM SIGN KAK TIMES IGI GUNU,⠅⠁⠅⠡⠊⠛⠊ ⠛⠥⠝⠥
𒆗,12197,letter,CUNEIFORM SIGN KAL,⠅⠁⠇
𒆘,12198,letter,CUNEIFORM SIGN KAL TIMES BAD,⠅⠁⠇⠡⠃⠁⠙
𒆙,12199,letter,CUNEIFORM SIGN KAL CROSSING KAL,⠅⠁⠇⠯⠅⠁⠇
𒆚,1219A,letter,CUNEIFORM SIGN KAM2,⠅⠁⠍
𒆛,1219B,letter,CUNEIFORM SIGN KAM4,⠅⠁⠍⠲
𒆜,1219C,letter,CUNEIFORM SIGN KASKAL,⠅⠁⠎⠅⠁⠇
𒆝,1219D,letter,CUNEIFORM SIGN KASKAL LAGAB TIMES U OVER LAGAB TIMES U,⠅⠁⠎⠅⠁⠇ ⠇⠁⠛⠁⠃⠡⠥⠌⠇⠁⠛⠁⠃⠡⠥
𒆞,1219E,letter,CUNEIFORM SIGN KASKAL OVER KASKAL LAGAB TIMES U OVER LAGAB TIMES U,⠅⠁⠎⠅⠁⠇⠌⠅⠁⠎⠅⠁⠇ ⠇⠁⠛⠁⠃⠡⠥⠌⠇⠁⠛⠁⠃⠡⠥
𒆟,1219F,letter,CUNEIFORM SIGN KESH2,⠅⠑⠩
𒆠,121A0,letter,CUNEIFORM SIGN KI,⠅⠊
𒆡,121A1,letter,CUNEIFORM SIGN KI TIMES BAD,⠅⠊⠡⠃⠁⠙
𒆢,121A2,letter,CUNEIFORM SIGN KI TIMES U,⠅⠊⠡⠥
𒆣,121A3,letter,CUNEIFORM SIGN KI TIMES UD,⠅⠊⠡⠥⠙
𒆤,121A4,letter,CUNEIFORM SIGN KID,⠅⠊⠙
𒆥,121A5,letter,CUNEIFORM SIGN KIN,⠅⠊⠝
𒆦,121A6,letter,CUNEIFORM SIGN KISAL,⠅⠊⠎⠁⠇
𒆧,121A7,letter,CUNEIFORM SIGN KISH,⠅⠊⠩
𒆨,121A8,letter,CUNEIFORM SIGN KISIM5,⠅⠊⠎⠊⠍⠢
𒆩,121A9,letter,CUNEIFORM SIGN KISIM5 OVER KISIM5,⠅⠊⠎⠊⠍⠢⠌⠅⠊⠎⠊⠍⠢
𒆪,121AA,letter,CUNEIFORM SIGN KU,⠅⠥
𒆫,121AB,letter,CUNEIFORM SIGN KU OVER HI TIMES ASH2 KU OVER HI TIMES ASH2,⠅⠥⠌⠓⠊⠡⠁⠩ ⠅⠥⠌⠓⠊⠡⠁⠩
𒆬,121AC,letter,CUNEIFORM SIGN KU3,⠅⠥⠒
𒆭,121AD,letter,CUNEIFORM SIGN KU4,⠅⠥⠲
𒆮,121AE,letter,CUNEIFORM SIGN KU4 VARIANT FORM,⠅⠥⠲ ⠧⠜⠊⠁⠝⠞ ⠋⠕⠗⠍
𒆯,121AF,letter,CUNEIFORM SIGN KU7,⠅⠥⠶
𒆰,121B0,letter,CUNEIFORM SIGN KUL,⠅⠥⠇
𒆱,121B1,letter,CUNEIFORM SIGN KUL GUNU,⠅⠥⠇ ⠛⠥⠝⠥
𒆲,121B2,letter,CUNEIFORM SIGN KUN,⠅⠥⠝
𒆳,121B3,letter,CUNEIFORM SIGN KUR,⠅⠥⠗
𒆴,121B4,letter,CUNEIFORM SIGN KUR OPPOSING KUR,⠅⠥⠗⠫⠅⠥⠗
𒆵,121B5,letter,CUNEIFORM SIGN KUSHU2,⠅⠥⠩⠥
𒆶,121B6,letter,CUNEIFORM SIGN KWU318,⠅⠺⠥⠒⠂⠦
𒆷,121B7,letter,CUNEIFORM SIGN LA,⠇⠁
𒆸,121B8,letter,CUNEIFORM SIGN LAGAB,⠇⠁⠛⠁⠃
𒆹,121B9,letter,CUNEIFORM SIGN LAGAB TIMES A,⠇⠁⠛⠁⠃⠡⠁
𒆺,121BA,letter,CUNEIFORM SIGN LAGAB TIMES A PLUS DA PLUS HA,⠇⠁⠛⠁⠃⠡⠁⠬⠙⠁⠬⠓⠁
𒆻,121BB,letter,CUNEIFORM SIGN LAGAB TIMES A PLUS GAR,⠇⠁⠛⠁⠃⠡⠁⠬⠛⠜
𒆼,121BC,letter,CUNEIFORM SIGN LAGAB TIMES A PLUS LAL,⠇⠁⠛⠁⠃⠡⠁⠬⠇⠁⠇
𒆽,121BD,letter,CUNEIFORM SIGN LAGAB TIMES AL,⠇⠁⠛⠁⠃⠡⠁⠇
𒆾,121BE,letter,CUNEIFORM SIGN LAGAB TIMES AN,⠇⠁⠛⠁⠃⠡⠁⠝
𒆿,121BF,letter,CUNEIFORM SIGN LAGAB TIMES ASH ZIDA TENU,⠇⠁⠛⠁⠃⠡⠁⠩ ⠵⠊⠙⠁ ⠞⠑⠝⠥
𒇀,121C0,letter,CUNEIFORM SIGN LAGAB TIMES BAD,⠇⠁⠛⠁⠃⠡⠃⠁⠙
𒇁,121C1,letter,CUNEIFORM SIGN LAGAB TIMES BI,⠇⠁⠛⠁⠃⠡⠃⠊
𒇂,121C2,letter,CUNEIFORM SIGN LAGAB TIMES DAR,⠇⠁⠛⠁⠃⠡⠙⠜
𒇃,121C3,letter,CUNEIFORM SIGN LAGAB TIMES EN,⠇⠁⠛⠁⠃⠡⠑⠝
𒇄,121C4,letter,CUNEIFORM SIGN LAGAB TIMES GA,⠇⠁⠛⠁⠃⠡⠛⠁
𒇅,121C5,letter,CUNEIFORM SIGN LAGAB TIMES GAR,⠇⠁⠛⠁⠃⠡⠛⠜
𒇆,121C6,letter,CUNEIFORM SIGN LAGAB TIMES GUD,⠇⠁⠛⠁⠃⠡⠛⠥⠙
𒇇,121C7,letter,CUNEIFORM SIGN LAGAB TIMES GUD PLUS GUD,⠇⠁⠛⠁⠃⠡⠛⠥⠙⠬⠛⠥⠙
𒇈,121C8,letter,CUNEIFORM SIGN LAGAB TIMES HA,⠇⠁⠛⠁⠃⠡⠓⠁
𒇉,121C9,letter,CUNEIFORM SIGN LAGAB TIMES HAL,⠇⠁⠛⠁⠃⠡⠓⠁⠇
𒇊,121CA,letter,CUNEIFORM SIGN LAGAB TIMES HI TIMES NUN,⠇⠁⠛⠁⠃⠡⠓⠊⠡⠝⠥⠝
𒇋,121CB,letter,CUNEIFORM SIGN LAGAB TIMES IGI GUNU,⠇⠁⠛⠁⠃⠡⠊⠛⠊ ⠛⠥⠝⠥
𒇌,121CC,letter,CUNEIFORM SIGN LAGAB TIMES IM,⠇⠁⠛⠁⠃⠡⠊⠍
𒇍,121CD,letter,CUNEIFORM SIGN LAGAB TIMES IM PLUS HA,⠇⠁⠛⠁⠃⠡⠊⠍⠬⠓⠁
𒇎,121CE,letter,CUNEIFORM SIGN LAGAB TIMES IM PLUS LU,⠇⠁⠛⠁⠃⠡⠊⠍⠬⠇⠥
𒇏,121CF,letter,CUNEIFORM SIGN LAGAB TIMES KI,⠇⠁⠛⠁⠃⠡⠅⠊
𒇐,121D0,letter,CUNEIFORM SIGN LAGAB TIMES KIN,⠇⠁⠛⠁⠃⠡⠅⠊⠝
𒇑,121D1,letter,CUNEIFORM SIGN LAGAB TIMES KU3,⠇⠁⠛⠁⠃⠡⠅⠥⠒
𒇒,121D2,letter,CUNEIFORM SIGN LAGAB TIMES KUL,⠇⠁⠛⠁⠃⠡⠅⠥⠇
𒇓,121D3,letter,CUNEIFORM SIGN LAGAB TIMES KUL PLUS HI PLUS A,⠇⠁⠛⠁⠃⠡⠅⠥⠇⠬⠓⠊⠬⠁
𒇔,121D4,letter,CUNEIFORM SIGN LAGAB TIMES LAGAB,⠇⠁⠛⠁⠃⠡⠇⠁⠛⠁⠃
𒇕,121D5,letter,CUNEIFORM SIGN LAGAB TIMES LISH,⠇⠁⠛⠁⠃⠡⠇⠊⠩
𒇖,121D6,letter,CUNEIFORM SIGN LAGAB TIMES LU,⠇⠁⠛⠁⠃⠡⠇⠥
𒇗,121D7,letter,CUNEIFORM SIGN LAGAB TIMES LUL,⠇⠁⠛⠁⠃⠡⠇⠥⠇
𒇘,121D8,letter,CUNEIFORM SIGN LAGAB TIMES ME,⠇⠁⠛⠁⠃⠡⠍⠑
𒇙,121D9,letter,CUNEIFORM SIGN LAGAB TIMES ME PLUS EN,⠇⠁⠛⠁⠃⠡⠍⠑⠬⠑⠝
𒇚,121DA,letter,CUNEIFORM SIGN LAGAB TIMES MUSH,⠇⠁⠛⠁⠃⠡⠍⠥⠩
𒇛,121DB,letter,CUNEIFORM SIGN LAGAB TIMES NE,⠇⠁⠛⠁⠃⠡⠝⠑
𒇜,121DC,letter,CUNEIFORM SIGN LAGAB TIMES SHE PLUS SUM,⠇⠁⠛⠁⠃⠡⠩⠑⠬⠎⠥⠍
𒇝,121DD,letter,CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH PLUS ERIN2,⠇⠁⠛⠁⠃⠡⠩⠊⠞⠁⠬⠛⠊⠩⠬⠑⠗⠊⠝
𒇞,121DE,letter,CUNEIFORM SIGN LAGAB TIMES SHITA PLUS GISH TENU,⠇⠁⠛⠁⠃⠡⠩⠊⠞⠁⠬⠛⠊⠩ ⠞⠑⠝⠥
𒇟,121DF,letter,CUNEIFORM SIGN LAGAB TIMES SHU2,⠇⠁⠛⠁⠃⠡⠩⠥
𒇠,121,letter,CUNEIFORM SIGN LAGAB TIMES SHU2 PLUS SHU2,⠇⠁⠛⠁⠃⠡⠩⠥⠬⠩⠥
𒇡,1210,letter,CUNEIFORM SIGN LAGAB TIMES SUM,⠇⠁⠛⠁⠃⠡⠎⠥⠍
𒇢,12100,letter,CUNEIFORM SIGN LAGAB TIMES TAG,⠇⠁⠛⠁⠃⠡⠞⠁⠛
𒇣,121000,letter,CUNEIFORM SIGN LAGAB TIMES TAK4,⠇⠁⠛⠁⠃⠡⠞⠁⠅⠲
𒇤,1210000,letter,CUNEIFORM SIGN LAGAB TIMES TE PLUS A PLUS SU PLUS NA,⠇⠁⠛⠁⠃⠡⠞⠑⠬⠁⠬⠎⠥⠬⠝⠁
𒇥,12100000,letter,CUNEIFORM SIGN LAGAB TIMES U,⠇⠁⠛⠁⠃⠡⠥
𒇦,121000000,letter,CUNEIFORM SIGN LAGAB TIMES U PLUS A,⠇⠁⠛⠁⠃⠡⠥⠬⠁
𒇧,1210000000,letter,CUNEIFORM SIGN LAGAB TIMES U PLUS U PLUS U,⠇⠁⠛⠁⠃⠡⠥⠬⠥⠬⠥
𒇨,12100000000,letter,CUNEIFORM SIGN LAGAB TIMES U2 PLUS ASH,⠇⠁⠛⠁⠃⠡⠥⠬⠁⠩
𒇩,121000000000,letter,CUNEIFORM SIGN LAGAB TIMES UD,⠇⠁⠛⠁⠃⠡⠥⠙
𒇪,121EA,letter,CUNEIFORM SIGN LAGAB TIMES USH,⠇⠁⠛⠁⠃⠡⠥⠩
𒇫,121EB,letter,CUNEIFORM SIGN LAGAB SQUARED,⠇⠁⠛⠁⠃⠘⠸
𒇬,121EC,letter,CUNEIFORM SIGN LAGAR,⠇⠁⠛⠜
𒇭,121ED,letter,CUNEIFORM SIGN LAGAR TIMES SHE,⠇⠁⠛⠜⠡⠩⠑
𒇮,121EE,letter,CUNEIFORM SIGN LAGAR TIMES SHE PLUS SUM,⠇⠁⠛⠜⠡⠩⠑⠬⠎⠥⠍
